Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day charge,Total eve minutes,Total eve charge,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
103.0,0.0,0.0,0.0,166.6,28.32,192.4,16.35,167.9,115.0,7.7,6.0,1
131.0,0.0,1.0,24.0,135.9,23.1,233.2,19.82,210.6,121.0,9.4,4.0,1
99.0,0.0,0.0,0.0,142.3,24.19,204.5,17.38,203.1,114.0,9.1,1.0,0
27.0,0.0,0.0,0.0,177.6,30.19,296.8,25.23,192.9,106.0,7.6,3.0,3
141.0,0.0,0.0,0.0,83.2,14.14,190.6,16.2,150.5,79.0,10.7,7.0,1
29.0,1.0,1.0,37.0,235.0,39.95,183.3,15.58,139.8,106.0,5.7,7.0,2
65.0,0.0,0.0,0.0,105.7,17.97,141.8,12.05,180.5,105.0,6.6,12.0,2
81.0,1.0,0.0,0.0,149.4,25.4,171.9,14.61,214.5,97.0,17.9,3.0,3
37.0,0.0,1.0,20.0,264.7,45.0,216.5,18.4,210.7,102.0,10.4,7.0,0
107.0,0.0,1.0,31.0,160.3,27.25,221.5,18.83,261.6,109.0,5.6,1.0,1
127.0,1.0,1.0,28.0,95.9,16.3,159.5,13.56,152.8,132.0,10.4,3.0,1
78.0,0.0,0.0,0.0,140.7,23.92,195.2,16.59,252.9,107.0,11.7,5.0,0
176.0,0.0,0.0,0.0,250.9,42.65,171.4,14.57,148.6,85.0,9.6,6.0,2
96.0,1.0,0.0,0.0,200.6,34.1,289.5,24.61,98.3,95.0,11.2,5.0,2
11.0,0.0,1.0,38.0,209.8,35.67,196.6,16.71,233.0,79.0,7.0,7.0,1
48.0,0.0,1.0,34.0,198.0,33.66,273.7,23.26,217.9,71.0,7.6,4.0,1
47.0,0.0,1.0,37.0,112.8,19.18,243.9,20.73,178.7,112.0,13.2,6.0,2
89.0,1.0,1.0,19.0,112.6,19.14,261.7,22.24,123.5,116.0,11.1,2.0,0
83.0,0.0,1.0,26.0,226.4,38.49,234.7,19.95,133.6,82.0,10.8,7.0,1
126.0,1.0,1.0,34.0,244.9,41.63,219.6,18.67,210.8,136.0,9.7,6.0,4
60.0,0.0,0.0,0.0,203.2,34.54,235.8,20.04,224.9,112.0,15.1,6.0,2
122.0,0.0,0.0,0.0,136.7,23.24,243.1,20.66,188.9,110.0,8.6,4.0,0
136.0,0.0,0.0,0.0,152.6,25.94,208.9,17.76,119.1,99.0,5.0,10.0,1
172.0,0.0,1.0,47.0,274.9,46.73,186.6,15.86,245.0,123.0,8.8,2.0,1
102.0,0.0,0.0,0.0,195.7,33.27,209.1,17.77,201.1,73.0,8.3,3.0,1
113.0,1.0,0.0,0.0,204.3,34.73,188.8,16.05,139.4,97.0,9.2,7.0,1
79.0,0.0,0.0,0.0,222.3,37.79,146.2,12.43,275.6,82.0,8.9,4.0,3
55.0,0.0,1.0,8.0,222.5,37.83,171.5,14.58,377.5,114.0,9.7,2.0,1
160.0,0.0,0.0,0.0,174.3,29.63,171.3,14.56,220.8,131.0,8.3,2.0,0
110.0,0.0,0.0,0.0,242.5,41.23,162.3,13.8,184.1,86.0,7.8,3.0,4
192.0,0.0,0.0,0.0,221.6,37.67,285.2,24.24,167.4,83.0,12.7,6.0,4
93.0,0.0,0.0,0.0,114.3,19.43,221.1,18.79,126.3,88.0,10.9,9.0,0
101.0,0.0,1.0,33.0,219.7,37.35,186.8,15.88,184.5,113.0,9.5,2.0,2
77.0,0.0,0.0,0.0,144.9,24.63,151.3,12.86,252.4,73.0,12.3,3.0,2
105.0,0.0,1.0,40.0,236.5,40.21,117.0,9.95,221.1,115.0,8.1,3.0,2
133.0,0.0,1.0,44.0,174.0,29.58,209.4,17.8,224.1,87.0,14.1,7.0,2
131.0,0.0,0.0,0.0,109.5,18.62,332.1,28.23,258.6,108.0,6.6,7.0,1
106.0,0.0,1.0,33.0,81.6,13.87,235.6,20.03,150.9,113.0,9.9,4.0,1
118.0,0.0,0.0,0.0,133.4,22.68,121.0,10.29,254.7,129.0,5.9,4.0,1
125.0,0.0,0.0,0.0,137.1,23.31,209.8,17.83,238.4,114.0,8.6,4.0,1
95.0,0.0,0.0,0.0,197.0,33.49,190.4,16.18,211.9,104.0,16.1,8.0,0
80.0,0.0,0.0,0.0,198.1,33.68,156.7,13.32,182.1,76.0,9.3,3.0,3
145.0,0.0,0.0,0.0,39.5,6.72,264.3,22.47,185.8,90.0,10.0,6.0,0
37.0,0.0,0.0,0.0,199.5,33.92,207.5,17.64,83.9,123.0,8.1,4.0,2
87.0,0.0,0.0,0.0,156.8,26.66,215.8,18.34,223.3,77.0,7.6,6.0,1
69.0,0.0,0.0,0.0,183.4,31.18,237.6,20.2,228.0,94.0,9.0,5.0,3
83.0,0.0,0.0,0.0,132.4,22.51,121.6,10.34,197.7,84.0,8.6,2.0,1
195.0,0.0,0.0,0.0,63.2,10.74,220.2,18.72,184.0,99.0,5.1,3.0,0
67.0,1.0,1.0,35.0,181.1,30.79,215.9,18.35,216.3,106.0,16.9,4.0,0
75.0,0.0,1.0,27.0,117.5,19.98,206.8,17.58,194.4,114.0,4.2,7.0,3
123.0,0.0,1.0,27.0,218.7,37.18,163.4,13.89,173.8,116.0,15.0,1.0,0
41.0,0.0,1.0,41.0,207.3,35.24,137.3,11.67,115.7,74.0,5.9,3.0,1
75.0,0.0,0.0,0.0,150.6,25.6,301.5,25.63,158.7,104.0,8.1,5.0,0
76.0,1.0,0.0,0.0,273.3,46.46,263.6,22.41,165.2,84.0,12.0,7.0,1
86.0,1.0,0.0,0.0,266.1,45.24,182.0,15.47,206.5,103.0,10.3,4.0,1
140.0,0.0,0.0,0.0,112.8,19.18,156.7,13.32,249.6,85.0,16.3,6.0,0
70.0,0.0,0.0,0.0,104.7,17.8,82.2,6.99,169.4,110.0,15.8,7.0,3
118.0,0.0,0.0,0.0,253.2,43.04,201.0,17.09,195.3,108.0,9.7,7.0,2
66.0,0.0,1.0,16.0,174.7,29.7,232.1,19.73,305.4,98.0,8.9,2.0,1
78.0,0.0,0.0,0.0,87.0,14.79,193.6,16.46,205.8,120.0,11.0,5.0,0
129.0,0.0,1.0,34.0,204.5,34.77,132.8,11.29,190.1,117.0,14.8,9.0,2
6.0,0.0,0.0,0.0,226.5,38.51,152.1,12.93,164.4,98.0,9.4,4.0,3
107.0,1.0,0.0,0.0,234.1,39.8,163.1,13.86,282.5,100.0,10.0,3.0,1
107.0,1.0,0.0,0.0,133.3,22.66,182.9,15.55,241.1,123.0,12.9,2.0,3
138.0,0.0,0.0,0.0,133.9,22.76,166.4,14.14,193.5,139.0,15.4,3.0,1
103.0,0.0,0.0,0.0,160.2,27.23,138.9,11.81,312.5,97.0,9.7,2.0,0
116.0,0.0,1.0,44.0,230.6,39.2,224.1,19.05,244.0,76.0,11.1,2.0,0
189.0,0.0,0.0,0.0,227.4,38.66,176.0,14.96,206.1,120.0,6.3,4.0,2
161.0,0.0,0.0,0.0,72.8,12.38,267.1,22.7,222.5,91.0,11.8,2.0,2
1.0,0.0,0.0,0.0,196.1,33.34,296.5,25.2,211.5,91.0,7.0,2.0,1
89.0,0.0,0.0,0.0,197.1,33.51,165.9,14.1,227.3,106.0,12.8,3.0,1
64.0,0.0,0.0,0.0,219.6,37.33,303.3,25.78,154.5,65.0,9.7,5.0,1
126.0,0.0,1.0,30.0,153.4,26.08,151.4,12.87,153.8,97.0,12.8,4.0,4
129.0,0.0,0.0,0.0,216.0,36.72,186.9,15.89,210.7,109.0,4.9,10.0,2
128.0,0.0,1.0,32.0,222.9,37.89,262.0,22.27,191.4,101.0,10.8,4.0,0
114.0,0.0,0.0,0.0,189.8,32.27,147.7,12.55,172.7,121.0,10.6,5.0,1
50.0,0.0,0.0,0.0,154.7,26.3,298.0,25.33,210.2,95.0,11.1,3.0,0
86.0,0.0,0.0,0.0,136.4,23.19,202.5,17.21,230.7,86.0,11.5,1.0,3
96.0,0.0,0.0,0.0,170.5,28.99,277.5,23.59,162.5,117.0,12.2,6.0,1
57.0,1.0,1.0,17.0,236.5,40.21,163.1,13.86,236.7,117.0,12.2,3.0,2
65.0,0.0,0.0,0.0,153.9,26.16,220.1,18.71,280.5,147.0,8.5,3.0,2
136.0,0.0,0.0,0.0,252.4,42.91,167.9,14.27,248.3,110.0,10.7,3.0,2
116.0,0.0,0.0,0.0,197.9,33.64,168.1,14.29,239.8,145.0,12.0,6.0,1
93.0,0.0,0.0,0.0,152.4,25.91,274.6,23.34,252.2,120.0,6.6,5.0,3
142.0,0.0,1.0,40.0,237.4,40.36,175.9,14.95,210.3,110.0,9.2,3.0,3
92.0,0.0,0.0,0.0,265.6,45.15,180.7,15.36,211.1,113.0,8.6,2.0,1
70.0,0.0,0.0,0.0,197.3,33.54,305.8,25.99,171.0,105.0,6.7,6.0,1
22.0,0.0,1.0,14.0,199.1,33.85,221.8,18.85,65.7,91.0,4.2,1.0,1
37.0,0.0,0.0,0.0,233.7,39.73,207.9,17.67,212.7,101.0,12.0,2.0,2
51.0,0.0,0.0,0.0,183.1,31.13,160.1,13.61,311.8,121.0,7.0,3.0,1
174.0,0.0,0.0,0.0,139.4,23.7,143.4,12.19,225.2,107.0,10.0,5.0,2
68.0,0.0,0.0,0.0,213.9,36.36,260.5,22.14,233.8,97.0,8.4,3.0,1
130.0,0.0,0.0,0.0,207.1,35.21,200.1,17.01,194.2,100.0,12.4,2.0,1
134.0,0.0,0.0,0.0,177.2,30.12,228.7,19.44,194.3,113.0,8.9,3.0,2
108.0,0.0,1.0,35.0,169.8,28.87,173.7,14.76,214.6,105.0,9.5,7.0,2
103.0,0.0,0.0,0.0,173.5,29.5,244.3,20.77,221.6,66.0,9.7,2.0,3
62.0,0.0,0.0,0.0,159.9,27.18,172.2,14.64,263.2,109.0,5.6,4.0,1
162.0,0.0,0.0,0.0,115.1,19.57,196.8,16.73,212.4,98.0,11.4,3.0,2
42.0,0.0,0.0,0.0,92.2,15.67,211.2,17.95,129.1,73.0,13.1,6.0,1
155.0,0.0,1.0,23.0,243.9,41.46,133.0,11.31,213.7,123.0,13.4,11.0,2
36.0,0.0,0.0,0.0,117.1,19.91,235.4,20.01,221.3,108.0,9.0,2.0,0
143.0,0.0,0.0,0.0,223.3,37.96,167.1,14.2,203.0,84.0,4.5,4.0,0
81.0,0.0,0.0,0.0,261.4,44.44,215.7,18.33,271.8,96.0,8.0,6.0,1
138.0,1.0,0.0,0.0,46.5,7.91,186.0,15.81,167.5,95.0,9.6,4.0,4
103.0,0.0,1.0,18.0,149.9,25.48,170.9,14.53,171.5,112.0,11.5,7.0,0
127.0,1.0,0.0,0.0,242.2,41.17,226.1,19.22,252.0,96.0,13.9,5.0,2
136.0,0.0,0.0,0.0,259.4,44.1,172.7,14.68,293.7,78.0,10.7,6.0,1
99.0,0.0,0.0,0.0,222.4,37.81,185.8,15.79,237.7,81.0,12.0,8.0,2
95.0,0.0,0.0,0.0,69.4,11.8,190.8,16.22,219.9,102.0,8.9,5.0,0
118.0,1.0,1.0,21.0,156.5,26.61,209.2,17.78,158.7,81.0,11.1,3.0,4
113.0,0.0,0.0,0.0,61.2,10.4,92.3,7.85,197.4,114.0,13.7,3.0,5
128.0,1.0,0.0,0.0,245.2,41.68,101.5,8.63,152.3,116.0,10.7,5.0,0
117.0,0.0,0.0,0.0,102.3,17.39,135.2,11.49,199.7,93.0,15.7,10.0,3
48.0,0.0,1.0,36.0,230.9,39.25,167.6,14.25,270.0,87.0,7.6,4.0,3
81.0,1.0,0.0,0.0,227.4,38.66,211.5,17.98,258.2,113.0,11.9,3.0,0
140.0,0.0,0.0,0.0,162.6,27.64,206.2,17.53,141.6,66.0,8.2,2.0,1
107.0,0.0,1.0,38.0,219.4,37.3,180.5,15.34,104.1,91.0,11.0,1.0,2
56.0,0.0,0.0,0.0,137.2,23.32,165.9,14.1,182.3,72.0,14.3,4.0,1
159.0,0.0,0.0,0.0,87.7,14.91,278.2,23.65,170.6,93.0,10.5,10.0,1
102.0,0.0,0.0,0.0,271.1,46.09,172.0,14.62,169.2,105.0,10.3,5.0,1
106.0,0.0,0.0,0.0,52.2,8.87,220.1,18.71,112.3,95.0,11.4,2.0,2
225.0,0.0,0.0,0.0,165.4,28.12,273.7,23.26,210.0,93.0,8.7,3.0,0
86.0,0.0,0.0,0.0,217.8,37.03,214.7,18.25,228.7,70.0,11.3,7.0,0
169.0,0.0,0.0,0.0,235.7,40.07,136.9,11.64,220.9,97.0,13.3,10.0,1
122.0,0.0,1.0,22.0,204.5,34.77,139.6,11.87,205.0,103.0,8.6,5.0,2
52.0,0.0,1.0,32.0,130.1,22.12,247.2,21.01,289.4,87.0,13.5,5.0,2
79.0,0.0,1.0,34.0,103.7,17.63,236.3,20.09,256.6,102.0,14.8,4.0,2
135.0,0.0,0.0,0.0,239.9,40.78,177.1,15.05,217.2,118.0,5.9,3.0,2
37.0,0.0,0.0,0.0,191.1,32.49,129.2,10.98,207.5,117.0,12.9,1.0,0
161.0,0.0,1.0,39.0,218.5,37.15,112.7,9.58,205.1,121.0,7.3,4.0,1
123.0,0.0,0.0,0.0,128.7,21.88,117.6,10.0,198.4,132.0,10.8,5.0,0
80.0,0.0,1.0,38.0,236.6,40.22,197.5,16.79,209.5,102.0,9.5,10.0,2
94.0,0.0,0.0,0.0,85.9,14.6,226.7,19.27,279.6,110.0,15.6,16.0,0
105.0,0.0,1.0,27.0,141.2,24.0,167.7,14.25,274.4,101.0,11.4,2.0,1
73.0,0.0,1.0,31.0,194.4,33.05,176.0,14.96,230.1,110.0,11.5,3.0,0
112.0,0.0,0.0,0.0,167.6,28.49,154.5,13.13,281.4,107.0,17.3,3.0,2
179.0,0.0,0.0,0.0,234.5,39.87,164.2,13.96,191.4,72.0,6.1,4.0,1
57.0,0.0,0.0,0.0,154.2,26.21,196.7,16.72,253.5,97.0,10.1,9.0,1
127.0,0.0,1.0,14.0,143.2,24.34,169.9,14.44,221.6,77.0,11.6,1.0,1
122.0,1.0,1.0,40.0,216.4,36.79,249.7,21.22,185.9,99.0,12.7,4.0,1
33.0,0.0,1.0,35.0,161.9,27.52,151.2,12.85,191.0,131.0,8.5,2.0,1
94.0,0.0,0.0,0.0,118.7,20.18,205.1,17.43,172.2,100.0,10.4,6.0,3
100.0,0.0,0.0,0.0,179.1,30.45,196.6,16.71,186.7,116.0,10.2,10.0,1
106.0,0.0,0.0,0.0,147.9,25.14,209.3,17.79,162.1,80.0,8.8,5.0,2
148.0,0.0,1.0,38.0,209.2,35.56,116.6,9.91,109.6,105.0,16.5,4.0,2
120.0,0.0,1.0,29.0,244.3,41.53,322.3,27.4,166.8,83.0,10.6,6.0,0
91.0,0.0,1.0,34.0,175.3,29.8,262.3,22.3,143.9,76.0,5.6,11.0,1
86.0,0.0,0.0,0.0,150.5,25.59,120.3,10.23,271.2,96.0,9.0,2.0,1
78.0,0.0,1.0,25.0,197.4,33.56,295.7,25.13,211.7,73.0,13.2,2.0,0
94.0,0.0,0.0,0.0,163.5,27.8,143.7,12.21,253.4,82.0,12.6,5.0,1
85.0,0.0,0.0,0.0,236.9,40.27,197.7,16.8,309.1,78.0,11.4,7.0,2
89.0,0.0,0.0,0.0,82.3,13.99,167.2,14.21,194.7,70.0,7.2,4.0,1
128.0,0.0,0.0,0.0,216.0,36.72,153.7,13.06,227.0,74.0,12.7,4.0,1
115.0,1.0,0.0,0.0,180.0,30.6,198.8,16.9,217.1,70.0,12.4,3.0,1
76.0,0.0,0.0,0.0,143.7,24.43,173.1,14.71,239.1,95.0,5.8,6.0,1
75.0,0.0,1.0,39.0,198.2,33.69,280.4,23.83,129.6,73.0,11.3,7.0,1
82.0,0.0,1.0,29.0,163.8,27.85,134.9,11.47,79.3,95.0,8.8,2.0,2
87.0,0.0,0.0,0.0,189.5,32.22,204.9,17.42,221.7,93.0,13.4,3.0,1
115.0,0.0,1.0,26.0,155.2,26.38,230.9,19.63,261.6,100.0,4.5,4.0,0
99.0,1.0,0.0,0.0,242.3,41.19,350.9,29.83,163.1,93.0,11.3,3.0,0
121.0,1.0,1.0,44.0,254.1,43.2,180.2,15.32,196.2,129.0,8.7,4.0,3
54.0,0.0,1.0,33.0,112.0,19.04,208.0,17.68,150.3,83.0,11.3,4.0,2
95.0,0.0,0.0,0.0,198.4,33.73,235.9,20.05,325.6,99.0,10.1,3.0,0
163.0,0.0,1.0,25.0,219.6,37.33,210.4,17.88,242.7,88.0,13.8,8.0,2
57.0,0.0,0.0,0.0,169.6,28.83,234.7,19.95,285.4,83.0,11.2,4.0,0
104.0,1.0,0.0,0.0,160.4,27.27,293.9,24.98,306.6,90.0,12.6,5.0,4
83.0,0.0,1.0,20.0,95.0,16.15,167.9,14.27,200.6,79.0,11.2,2.0,0
141.0,0.0,0.0,0.0,160.1,27.22,256.7,21.82,270.0,107.0,7.0,1.0,2
95.0,0.0,0.0,0.0,194.6,33.08,232.8,19.79,173.4,92.0,3.8,2.0,3
184.0,0.0,0.0,0.0,236.4,40.19,287.3,24.42,192.0,94.0,13.8,4.0,1
74.0,0.0,0.0,0.0,157.1,26.71,213.1,18.11,280.4,77.0,7.6,3.0,2
67.0,0.0,0.0,0.0,179.8,30.57,173.2,14.72,272.8,97.0,10.9,4.0,0
104.0,1.0,0.0,0.0,148.2,25.19,161.8,13.75,259.3,103.0,11.0,4.0,0
149.0,0.0,0.0,0.0,119.2,20.26,168.3,14.31,204.7,119.0,12.2,6.0,4
154.0,0.0,1.0,35.0,224.0,38.08,192.0,16.32,163.1,100.0,9.6,2.0,0
138.0,0.0,1.0,21.0,19.5,3.32,140.9,11.98,179.7,111.0,7.9,1.0,0
117.0,0.0,0.0,0.0,184.8,31.42,248.6,21.13,133.1,113.0,9.6,8.0,1
130.0,0.0,0.0,0.0,176.3,29.97,201.0,17.09,161.9,123.0,11.3,5.0,1
73.0,0.0,0.0,0.0,241.7,41.09,168.5,14.32,169.8,122.0,11.1,2.0,2
100.0,0.0,1.0,38.0,224.7,38.2,294.0,24.99,290.0,61.0,9.8,6.0,0
149.0,0.0,0.0,0.0,207.3,35.24,198.4,16.86,114.1,83.0,8.6,4.0,1
29.0,0.0,0.0,0.0,196.8,33.46,168.0,14.28,132.6,98.0,12.7,7.0,2
131.0,0.0,0.0,0.0,110.9,18.85,115.6,9.83,190.5,114.0,15.8,9.0,1
153.0,0.0,0.0,0.0,122.5,20.83,273.3,23.23,197.8,71.0,8.0,3.0,2
84.0,0.0,0.0,0.0,226.9,38.57,201.6,17.14,130.2,121.0,13.2,5.0,2
133.0,0.0,0.0,0.0,187.0,31.79,141.4,12.02,238.2,108.0,10.0,8.0,2
87.0,0.0,0.0,0.0,204.8,34.82,161.0,13.69,285.7,89.0,9.5,3.0,0
72.0,0.0,0.0,0.0,165.9,28.2,235.9,20.05,210.1,120.0,12.0,5.0,2
65.0,0.0,1.0,29.0,158.1,26.88,322.2,27.39,210.0,96.0,8.9,6.0,1
74.0,0.0,0.0,0.0,225.2,38.28,215.1,18.28,241.8,95.0,9.1,2.0,2
116.0,0.0,0.0,0.0,159.4,27.1,179.5,15.26,167.8,71.0,9.7,2.0,6
68.0,0.0,0.0,0.0,172.7,29.36,139.1,11.82,174.3,99.0,11.7,1.0,2
68.0,0.0,0.0,0.0,222.8,37.88,175.8,14.94,202.0,111.0,11.0,3.0,3
54.0,1.0,0.0,0.0,214.1,36.4,240.5,20.44,188.9,75.0,10.1,3.0,1
107.0,0.0,0.0,0.0,134.0,22.78,174.5,14.83,311.1,79.0,7.3,3.0,3
173.0,0.0,0.0,0.0,291.8,49.61,214.3,18.22,151.2,119.0,9.9,2.0,0
110.0,0.0,0.0,0.0,222.7,37.86,105.8,8.99,214.8,78.0,13.5,4.0,1
102.0,0.0,0.0,0.0,174.5,29.67,236.8,20.13,270.4,110.0,8.5,5.0,0
91.0,0.0,1.0,31.0,273.0,46.41,215.5,18.32,104.7,114.0,9.6,2.0,1
64.0,1.0,0.0,0.0,225.3,38.3,108.2,9.2,139.6,132.0,17.3,9.0,1
176.0,0.0,1.0,23.0,283.2,48.14,162.6,13.82,177.7,104.0,7.2,6.0,1
84.0,0.0,1.0,12.0,89.7,15.25,138.6,11.78,165.8,114.0,10.7,2.0,1
138.0,0.0,0.0,0.0,127.1,21.61,247.7,21.05,207.7,75.0,5.0,3.0,3
101.0,0.0,1.0,28.0,105.9,18.0,231.7,19.69,281.3,120.0,10.7,5.0,1
136.0,0.0,0.0,0.0,142.3,24.19,158.0,13.43,177.5,75.0,6.0,11.0,2
111.0,0.0,0.0,0.0,191.3,32.52,138.5,11.77,246.0,107.0,6.4,3.0,2
132.0,0.0,1.0,36.0,201.9,34.32,156.3,13.29,131.3,92.0,13.7,5.0,0
128.0,0.0,0.0,0.0,247.3,42.04,182.7,15.53,143.2,112.0,14.7,2.0,3
92.0,0.0,1.0,38.0,242.2,41.17,159.7,13.57,210.0,108.0,8.9,1.0,1
197.0,1.0,0.0,0.0,127.3,21.64,222.3,18.9,173.9,95.0,13.7,5.0,5
99.0,0.0,1.0,33.0,179.1,30.45,238.3,20.26,165.7,96.0,10.6,1.0,2
106.0,0.0,1.0,31.0,197.4,33.56,123.4,10.49,115.6,101.0,12.3,4.0,3
78.0,0.0,0.0,0.0,193.1,32.83,172.1,14.63,129.6,119.0,10.2,1.0,0
98.0,0.0,0.0,0.0,171.7,29.19,174.8,14.86,189.6,130.0,7.8,6.0,1
17.0,0.0,1.0,35.0,198.5,33.75,270.6,23.0,209.9,130.0,8.1,10.0,1
56.0,0.0,1.0,24.0,121.7,20.69,184.0,15.64,266.6,98.0,12.7,3.0,1
84.0,0.0,0.0,0.0,130.2,22.13,278.0,23.63,305.4,74.0,14.0,6.0,2
95.0,0.0,0.0,0.0,203.4,34.58,168.6,14.33,173.0,105.0,13.7,3.0,2
76.0,1.0,0.0,0.0,241.0,40.97,231.8,19.7,220.2,67.0,9.9,1.0,1
93.0,0.0,0.0,0.0,141.7,24.09,221.0,18.79,227.1,71.0,10.2,3.0,0
83.0,0.0,0.0,0.0,134.8,22.92,167.2,14.21,161.5,123.0,7.7,5.0,2
123.0,0.0,0.0,0.0,163.1,27.73,249.4,21.2,168.2,77.0,9.0,10.0,1
64.0,0.0,0.0,0.0,145.5,24.74,228.4,19.41,273.4,91.0,8.9,8.0,1
82.0,0.0,0.0,0.0,329.8,56.07,208.3,17.71,267.1,102.0,10.6,6.0,0
110.0,0.0,0.0,0.0,131.9,22.42,272.7,23.18,192.8,105.0,7.1,4.0,1
47.0,0.0,1.0,30.0,196.6,33.42,241.4,20.52,226.0,118.0,12.9,4.0,2
115.0,0.0,0.0,0.0,99.7,16.95,145.1,12.33,149.4,99.0,14.1,4.0,2
69.0,0.0,0.0,0.0,143.6,24.41,141.8,12.05,194.0,83.0,10.8,5.0,3
90.0,0.0,0.0,0.0,37.8,6.43,155.3,13.2,175.0,111.0,14.2,5.0,3
98.0,0.0,0.0,0.0,72.8,12.38,186.4,15.84,175.3,110.0,10.5,4.0,3
90.0,0.0,1.0,39.0,94.8,16.12,219.1,18.62,197.4,65.0,11.4,5.0,1
174.0,0.0,1.0,15.0,221.8,37.71,210.6,17.9,221.8,109.0,12.4,9.0,1
79.0,0.0,0.0,0.0,268.3,45.61,185.5,15.77,264.6,88.0,6.3,7.0,1
99.0,0.0,0.0,0.0,115.5,19.64,218.1,18.54,254.9,98.0,11.5,7.0,7
114.0,0.0,0.0,0.0,202.1,34.36,195.7,16.63,291.8,120.0,13.3,5.0,2
141.0,0.0,0.0,0.0,215.6,36.65,200.6,17.05,153.8,107.0,12.4,6.0,1
132.0,0.0,0.0,0.0,169.9,28.88,209.4,17.8,206.1,79.0,11.5,2.0,1
133.0,0.0,0.0,0.0,201.7,34.29,169.4,14.4,286.3,80.0,6.0,4.0,0
133.0,0.0,0.0,0.0,221.1,37.59,160.2,13.62,161.8,84.0,8.4,3.0,4
93.0,0.0,1.0,32.0,218.7,37.18,115.0,9.78,192.7,85.0,9.4,5.0,2
140.0,0.0,0.0,0.0,120.3,20.45,240.4,20.43,216.4,74.0,7.7,3.0,4
144.0,0.0,0.0,0.0,278.5,47.35,240.7,20.46,120.0,90.0,11.6,5.0,1
24.0,0.0,1.0,29.0,236.3,40.17,190.8,16.22,129.0,105.0,7.2,2.0,3
54.0,0.0,0.0,0.0,273.8,46.55,119.6,10.17,267.6,117.0,11.7,3.0,1
50.0,0.0,0.0,0.0,131.1,22.29,160.5,13.64,206.9,88.0,5.6,9.0,5
92.0,0.0,1.0,23.0,167.4,28.46,258.6,21.98,116.4,110.0,11.2,3.0,4
96.0,0.0,0.0,0.0,197.7,33.61,250.5,21.29,181.2,67.0,10.5,3.0,3
102.0,0.0,0.0,0.0,174.5,29.67,213.7,18.16,164.7,116.0,10.3,5.0,4
99.0,0.0,0.0,0.0,200.0,34.0,107.9,9.17,233.7,82.0,11.4,2.0,3
36.0,0.0,1.0,25.0,152.8,25.98,242.8,20.64,147.4,74.0,9.1,2.0,1
70.0,0.0,0.0,0.0,129.9,22.08,208.7,17.74,231.4,93.0,14.3,3.0,1
109.0,1.0,0.0,0.0,268.4,45.63,150.6,12.8,297.9,84.0,9.7,8.0,2
100.0,0.0,0.0,0.0,188.5,32.05,148.3,12.61,179.8,88.0,15.2,5.0,2
80.0,0.0,0.0,0.0,149.8,25.47,276.3,23.49,241.4,75.0,10.9,7.0,2
100.0,0.0,0.0,0.0,115.9,19.7,111.3,9.46,170.2,77.0,7.1,4.0,1
50.0,0.0,0.0,0.0,131.7,22.39,216.5,18.4,196.1,126.0,11.0,5.0,1
105.0,0.0,0.0,0.0,101.4,17.24,159.1,13.52,259.2,53.0,12.2,2.0,1
113.0,0.0,1.0,23.0,149.0,25.33,235.8,20.04,201.8,76.0,9.5,5.0,4
111.0,0.0,1.0,36.0,96.8,16.46,170.6,14.5,166.0,85.0,13.4,4.0,2
161.0,0.0,0.0,0.0,107.5,18.28,256.4,21.79,247.2,131.0,12.6,3.0,2
70.0,0.0,0.0,0.0,232.8,39.58,303.4,25.79,255.6,104.0,12.9,7.0,0
97.0,0.0,1.0,43.0,121.1,20.59,260.2,22.12,222.4,100.0,8.3,5.0,3
130.0,0.0,0.0,0.0,124.3,21.13,270.7,23.01,239.5,83.0,3.5,6.0,0
92.0,0.0,0.0,0.0,157.7,26.81,298.6,25.38,216.9,99.0,13.8,3.0,1
119.0,0.0,0.0,0.0,124.3,21.13,207.1,17.6,157.4,93.0,14.8,1.0,0
115.0,0.0,0.0,0.0,286.4,48.69,205.7,17.48,191.4,141.0,6.9,6.0,1
127.0,0.0,1.0,25.0,173.0,29.41,245.8,20.89,300.0,99.0,4.8,3.0,0
153.0,0.0,1.0,31.0,218.5,37.15,134.2,11.41,118.9,105.0,9.4,6.0,0
79.0,0.0,0.0,0.0,41.9,7.12,211.0,17.94,237.9,55.0,11.4,5.0,1
35.0,0.0,0.0,0.0,260.8,44.34,258.1,21.94,131.3,123.0,5.8,2.0,1
68.0,0.0,0.0,0.0,226.7,38.54,168.4,14.31,188.7,117.0,10.2,1.0,0
60.0,0.0,0.0,0.0,179.3,30.48,208.9,17.76,248.2,98.0,13.5,6.0,1
71.0,0.0,1.0,23.0,175.7,29.87,258.9,22.01,268.4,154.0,14.1,7.0,1
124.0,0.0,0.0,0.0,157.4,26.76,167.8,14.26,188.8,102.0,8.8,3.0,3
23.0,0.0,0.0,0.0,113.1,19.23,168.8,14.35,262.9,126.0,6.9,2.0,1
225.0,0.0,0.0,0.0,182.7,31.06,246.5,20.95,218.0,103.0,8.8,2.0,1
181.0,1.0,0.0,0.0,161.3,27.42,124.4,10.57,262.0,98.0,14.1,3.0,0
63.0,0.0,0.0,0.0,142.5,24.23,208.3,17.71,228.9,120.0,7.5,2.0,2
